scientificName,scientificNameID,match_type.x,id,date,hakai_id,depth,line_out_depth,work_area,site_id,lat,long,volume,lugols,collected,orig_name,counts,lifeStage,taxonRemark,identificationQualifier,AphiaID,url,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type.y,modified
Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,exact,28,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Pleurosigma ,40,NA,NA,spp.,149181,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149181,"W. Smith, 1852",accepted,NA,180,Genus,149181,Pleurosigma,"W. Smith, 1852",149032,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Pleurosigma W. Smith, 1852. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149181 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149181,1,1,1,NA,NA,exact,2017-02-23T10:36:53.780Z
Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,exact,29,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Pseudo-nitzschia delicatissima,40,NA,NA,NA,149153,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149153,"(Cleve) Heiden, 1928",accepted,NA,220,Species,149153,Pseudo-nitzschia delicatissima,"(Cleve) Heiden, 1928",149151,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Pseudo-nitzschia delicatissima (Cleve) Heiden, 1928. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149153 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149153,1,NA,NA,0,0,exact,2017-06-12T07:40:43.013Z
Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,exact,30,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Pseudo-nitzschia seriata,120,NA,NA,NA,149152,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149152,"(Cleve) H.Peragallo, 1899",accepted,NA,220,Species,149152,Pseudo-nitzschia seriata,"(Cleve) H.Peragallo, 1899",149151,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Pseudo-nitzschia seriata (Cleve) H.Peragallo, 1899. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149152 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149152,1,NA,NA,0,0,exact,2017-04-09T13:42:47.427Z
Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,exact,31,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Rhizosolenia setigera,40,NA,NA,NA,149115,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149115,"Brightwell, 1858",accepted,NA,220,Species,149115,Rhizosolenia setigera,"Brightwell, 1858",149069,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Rhizosolenia setigera Brightwell, 1858. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149115 on 2021-02-02",urn:lsid:marinespecies.org:taxname:149115,1,0,1,0,NA,exact,2005-03-30T08:52:46.857Z
Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,exact,32,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Thalassiosira ,560,NA,NA,spp.,148912,http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912,"P.T. Cleve, 1873 emend. Hasle, 1973",accepted,NA,180,Genus,148912,Thalassiosira,"P.T. Cleve, 1873 emend. Hasle, 1973",148904,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Thalassiosira P.T. Cleve, 1873 emend. Hasle, 1973. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912 on 2021-02-02",urn:lsid:marinespecies.org:taxname:148912,1,1,1,0,0,exact,2018-01-02T17:46:52.927Z
Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,exact,33,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Bacillariophyceae,40,NA,NA,NA,148899,http://www.marinespecies.org/aphia.php?p=taxdetails&id=148899,"Haeckel, 1878",accepted,NA,60,Class,148899,Bacillariophyceae,"Haeckel, 1878",576884,Chromista,Ochrophyta,Bacillariophyceae,NA,NA,NA,WoRMS (2021). Bacillariophyceae. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148899 on 2021-02-02,urn:lsid:marinespecies.org:taxname:148899,1,1,1,1,NA,exact,2012-01-25T09:49:54.253Z
Pyramimonas grossii,urn:lsid:marinespecies.org:taxname:495352,exact,34,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Pyramimonas grossii,2188,NA,NA,NA,495352,http://www.marinespecies.org/aphia.php?p=taxdetails&id=495352,"Parke, 1949",alternate representation,NA,220,Species,134550,Pyramimonas subg. Trichocystis grossii,"Parke, 1949",134529,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pyramimonas grossii Parke, 1949. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=495352 on 2021-02-02",urn:lsid:marinespecies.org:taxname:495352,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,exact,35,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Pyramimonas orientalis,2188,NA,NA,NA,547692,http://www.marinespecies.org/aphia.php?p=taxdetails&id=547692,"Butcher ex McFadden, Hill & Wetherbee, 1986",accepted,NA,220,Species,547692,Pyramimonas orientalis,"Butcher ex McFadden, Hill & Wetherbee, 1986",134529,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pyramimonas orientalis Butcher ex McFadden, Hill & Wetherbee, 1986. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=547692 on 2021-02-02",urn:lsid:marinespecies.org:taxname:547692,1,NA,NA,NA,NA,exact,2020-11-09T11:38:45.593Z
Protozoa,urn:lsid:marinespecies.org:taxname:5,exact,36,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Protozoa ,59076,NA,alpha-starch,Chlorophyta?,5,http://www.marinespecies.org/aphia.php?p=taxdetails&id=5,"Owen, 1858",accepted,NA,10,Kingdom,5,Protozoa,"Owen, 1858",1,Protozoa,NA,NA,NA,NA,NA,WoRMS (2021). Protozoa. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=5 on 2021-02-02,urn:lsid:marinespecies.org:taxname:5,1,1,1,1,NA,exact,2011-07-29T07:04:15.940Z
Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,exact,37,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Parvicorbicula socialis,2188,NA,NA,NA,105588,http://www.marinespecies.org/aphia.php?p=taxdetails&id=105588,"(Meunier) Deflandre, 1960",accepted,NA,220,Species,105588,Parvicorbicula socialis,"(Meunier) Deflandre, 1960",105518,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Parvicorbicula,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Parvicorbicula socialis (Meunier) Deflandre, 1960. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=105588 on 2021-02-02",urn:lsid:marinespecies.org:taxname:105588,1,NA,NA,NA,NA,exact,2015-06-26T12:14:04.327Z
Choanozoa,urn:lsid:marinespecies.org:taxname:562870,exact,38,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Choanozoa,6564,NA,NA,NA,562870,http://www.marinespecies.org/aphia.php?p=taxdetails&id=562870,"Cavalier-Smith, 1981",accepted,NA,30,Phylum,562870,Choanozoa,"Cavalier-Smith, 1981",582160,Protozoa,Choanozoa,NA,NA,NA,NA,WoRMS (2021). Choanozoa. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=562870 on 2021-02-02,urn:lsid:marinespecies.org:taxname:562870,1,0,1,0,NA,exact,2011-10-14T10:07:31.253Z
Myrionecta rubra,urn:lsid:marinespecies.org:taxname:292896,near_1,39,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Myronecta rubra,240,NA,NA,NA,292896,http://www.marinespecies.org/aphia.php?p=taxdetails&id=292896,"Lohmann, 1908",unaccepted,junior synonym,220,Species,232069,Mesodinium rubrum,"(Lohmann, 1908)",292895,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,"Xu, K.; Agatha, S. & Dolan, J. (2021). World Ciliophora Database. Myrionecta rubra Lohmann, 1908. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=292896 on 2021-02-02",urn:lsid:marinespecies.org:taxname:292896,1,0,0,0,NA,exact,2012-10-26T05:55:40.537Z
Tintinnina,urn:lsid:marinespecies.org:taxname:732976,exact,40,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Tintinnina,520,NA,NA,NA,732976,http://www.marinespecies.org/aphia.php?p=taxdetails&id=732976,"Kofoid & Campbell, 1929",accepted,NA,110,Suborder,732976,Tintinnina,"Kofoid & Campbell, 1929",341353,Chromista,Ciliophora,Oligotrichea,Choreotrichida,NA,NA,"Xu, K.; Agatha, S. & Dolan, J. (2021). World Ciliophora Database. Tintinnina. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=732976 on 2021-02-02",urn:lsid:marinespecies.org:taxname:732976,1,1,1,NA,NA,exact,2013-07-02T07:03:34.350Z
Hillea,urn:lsid:marinespecies.org:taxname:178565,exact,41,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Hillea ,43760,NA,NA,sp.,178565,http://www.marinespecies.org/aphia.php?p=taxdetails&id=178565,"Schiller, 1925",accepted,NA,180,Genus,178565,Hillea,"Schiller, 1925",178563,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Hillea Schiller, 1925. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=178565 on 2021-02-02",urn:lsid:marinespecies.org:taxname:178565,1,1,NA,NA,NA,exact,2011-06-08T05:39:06.100Z
Teleaulax,urn:lsid:marinespecies.org:taxname:106285,exact,42,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Teleaulax ,13128,NA,NA,spp.,106285,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106285,"Hill, 1991",accepted,NA,180,Genus,106285,Teleaulax,"Hill, 1991",22582,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Teleaulax Hill, 1991. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=106285 on 2021-02-02",urn:lsid:marinespecies.org:taxname:106285,1,NA,NA,NA,NA,exact,2012-07-05T12:00:47.590Z
Apedinella spinifera,urn:lsid:marinespecies.org:taxname:248098,exact,43,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Apedinella spinifera,15316,NA,NA,NA,248098,http://www.marinespecies.org/aphia.php?p=taxdetails&id=248098,"(Throndsen) Throndsen, 1971",unaccepted,synonym,220,Species,248097,Apedinella radians,"(Lohmann) P.H.Campbell, 1973",248096,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,Apedinella,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Apedinella spinifera (Throndsen) Throndsen, 1971. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=248098 on 2021-02-02",urn:lsid:marinespecies.org:taxname:248098,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
Dictyocha speculum,urn:lsid:marinespecies.org:taxname:157260,exact,44,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Dictyocha speculum,2760,NA,NA,NA,157260,http://www.marinespecies.org/aphia.php?p=taxdetails&id=157260,"Ehrenberg, 1839",unaccepted,NA,220,Species,1310442,Octactis speculum,"(Ehrenberg) F.H.Chang, J.M.Grieve & J.E.Sutherland, 2017",157258,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dictyocha speculum Ehrenberg, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=157260 on 2021-02-02",urn:lsid:marinespecies.org:taxname:157260,1,NA,NA,NA,NA,exact,2019-10-04T07:04:14.930Z
Dictyocha,urn:lsid:marinespecies.org:taxname:157258,exact,45,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Dictyocha ,360,spores,NA,NA,157258,http://www.marinespecies.org/aphia.php?p=taxdetails&id=157258,"Ehrenberg, 1837",accepted,NA,180,Genus,157258,Dictyocha,"Ehrenberg, 1837",157257,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dictyocha Ehrenberg, 1837. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=157258 on 2021-02-02",urn:lsid:marinespecies.org:taxname:157258,1,NA,NA,NA,NA,exact,2010-08-12T12:41:00.430Z
Dinophysis,urn:lsid:marinespecies.org:taxname:109462,exact,46,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Dinophysis ,40,NA,NA,sp.,109462,http://www.marinespecies.org/aphia.php?p=taxdetails&id=109462,"Ehrenberg, 1839",accepted,NA,180,Genus,109462,Dinophysis,"Ehrenberg, 1839",231772,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis Ehrenberg, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109462 on 2021-02-02",urn:lsid:marinespecies.org:taxname:109462,1,1,NA,NA,NA,exact,2010-01-16T23:07:31.430Z
Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,exact,47,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Gymnodinium ,400,NA,NA,spp.,109475,http://www.marinespecies.org/aphia.php?p=taxdetails&id=109475,"F. Stein, 1878",accepted,NA,180,Genus,109475,Gymnodinium,"F. Stein, 1878",109410,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gymnodinium F. Stein, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109475 on 2021-02-02",urn:lsid:marinespecies.org:taxname:109475,1,1,1,1,NA,exact,2019-09-06T07:43:12.913Z
Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,exact,48,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Gyrodinium ,440,NA,NA,spp.,109476,http://www.marinespecies.org/aphia.php?p=taxdetails&id=109476,"Kofoid & Swezy, 1921",accepted,NA,180,Genus,109476,Gyrodinium,"Kofoid & Swezy, 1921",109410,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gyrodinium Kofoid & Swezy, 1921. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109476 on 2021-02-02",urn:lsid:marinespecies.org:taxname:109476,1,1,1,NA,NA,exact,2010-08-12T12:41:00.430Z
Protoperidinium steinii,urn:lsid:marinespecies.org:taxname:110257,exact,49,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Protoperidinium steinii,40,NA,NA,NA,110257,http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257,"(Jørgensen, 1899) Balech, 1974",accepted,NA,220,Species,110257,Protoperidinium steinii,"(Jørgensen, 1899) Balech, 1974",109553,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium steinii (Jørgensen, 1899) Balech, 1974. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257 on 2021-02-02",urn:lsid:marinespecies.org:taxname:110257,1,NA,NA,0,NA,exact,2015-06-26T12:00:51.270Z
Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,exact,50,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Dinophyceae ,80,resting spore,NA,NA,19542,http://www.marinespecies.org/aphia.php?p=taxdetails&id=19542,"Fritsch, 1927",accepted,NA,60,Class,19542,Dinophyceae,"Fritsch, 1927",146203,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophyceae. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=19542 on 2021-02-02",urn:lsid:marinespecies.org:taxname:19542,1,1,1,1,NA,exact,2013-11-19T10:27:05.857Z
Scrippsiella precaria,urn:lsid:marinespecies.org:taxname:110173,near_1,51,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Scrippsiella precarea,120,NA,NA,NA,110173,http://www.marinespecies.org/aphia.php?p=taxdetails&id=110173,"M.Montresor & A.Zingone, 1988",accepted,NA,220,Species,110173,Scrippsiella precaria,"M.Montresor & A.Zingone, 1988",109545,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Scrippsiella precaria M.Montresor & A.Zingone, 1988. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110173 on 2021-02-02",urn:lsid:marinespecies.org:taxname:110173,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
Scrippsiella trochoidea,urn:lsid:marinespecies.org:taxname:110172,exact,52,2016-03-22,QPHY365,0,0,QUADRA,QU39,50.0307000000001,-125.0992,200,true,2016-03-22T16:37:08.000Z,Scrippsiella trochoidea,160,NA,NA,NA,110172,http://www.marinespecies.org/aphia.php?p=taxdetails&id=110172,"(F.Stein) A.R.Loeblich III, 1976",unaccepted,NA,220,Species,1321853,Scrippsiella acuminata,"(Ehrenberg) Kretschmann, Elbrächter, Zinssmeister, S.Soehner, Kirsch, Kusber & Gottschling, 2015",109545,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,"Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Scrippsiella trochoidea (F.Stein) A.R.Loeblich III, 1976. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110172 on 2021-02-02",urn:lsid:marinespecies.org:taxname:110172,1,NA,NA,NA,NA,exact,2019-07-12T06:20:28.783Z
